timestamp,link,Lookup_ID,Version,Content Category: Gift Announcement,Interest Area: Giving Blueday,Interest Area: Student Support,Interest Area: History,Interest Area: Diversity Equity and Inclusion,Interest Area: Poverty,Interest Area: Sustainability,Interest Area: Environment,Interest Area: City of Detroit,Interest Area: Health and Wellness,Interest Area: Public Good,Interest Area: Facilities,Interest Area: Arts,Interest Area: Education,Interest Area: Science,Interest Area: Military and Veterans,Interest Area: International,Interest Area: Aging,S/C/U: Gerald R. Ford School of Public Policy,S/C/U: Rackham Graduate School,S/C/U: Bentley Historical Library,S/C/U: Student Life,"S/C/U: College of Literature, Science, and the Arts",S/C/U: Student Publications,S/C/U: Institute for Social Research,S/C/U: Stephen M. Ross School of Business,S/C/U: School for Environment and Sustainability,S/C/U: Michigan Medicine,S/C/U: School of Dentistry,S/C/U: University of Michigan Museum of Art,S/C/U: School of Education,S/C/U: Athletics,S/C/U: Detroit Observatory
1/31/2022 8:07,Read about the Bentley gift,13216635,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 8:07,Learn about the Weill gift,13216635,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:14,Meet Audrey,13216635,Annual Giving,,,Student Support,,,,,,,,,,,,,,International,,,,,,,,,,,,,,,,
5/12/2022 8:14,Learn more about the program,13216635,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
3/25/2022 8:09,Learn more about CAI’s global reach,13216635,Annual Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
3/25/2022 8:09,Read about the Culture Corps,13216635,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
5/12/2022 8:14,Meet the graduates,13216635,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:09,Read about the impact,13216635,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:09,Watch the video,13216635,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 10:04,Read about the program,13216785,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 11:26,Meet the graduates,13219401,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 13:05,Read about the program,13219680,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 9:55,Experience the observatory,13221085,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 21:41,womens-basketball-harris-family,13222886,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 9:41,Experience the observatory,13224700,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:57,womens-basketball-harris-family,13229541,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 8:59,Experience the observatory,13231313,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:35,Read about the program,13231313,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 8:58,Meet Audrey,13231313,Annual Giving,,,Student Support,,,,,,,,,,,,,,International,,,,,,,,,,,,,,,,
5/12/2022 12:50,Meet the graduates,13231362,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022 0:42,Experience the observatory,13231444,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 11:05,Learn about the Weill gift,13232760,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:33,womens-basketball-harris-family,13234231,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 9:58,Learn about the Weill gift,13238186,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 9:10,Experience the observatory,13238553,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:51,Learn about the Weill gift,13239641,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 21:53,Meet the graduates,13239872,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 8:54,Learn more about the program,13248599,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 8:29,Meet the graduates,13250665,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2022 15:00,Meet Sarah,13250761,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
1/31/2022 8:17,Learn about the clinic,13251255,Major Giving,Gift Announcement,,,,,,Sustainability,Environment,City of Detroit,,,,,,,,,,,,,,,,,,School for Environment and Sustainability,,,,,,
1/31/2022 8:17,Learn about the Ross School gifts,13251255,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
5/12/2022 8:41,Learn more about the program,13251428,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 10:46,womens-basketball-harris-family,13253788,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 10:10,Experience the observatory,13266598,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 10:57,Read about the Bentley gift,13268720,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 9:39,Read about the Bentley gift,13268720,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
5/12/2022 11:01,Meet the graduates,13283604,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:57,Read about the Culture Corps,13283650,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
2/3/2022 1:18,Learn about the Warren bequest,13284066,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 13:10,Learn about U-M’s Ginsberg Center,13284066,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 13:00,Learn about U-M’s Ginsberg Center,13284066,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
2/1/2022 2:54,Meet Dyanna,13284066,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 17:10,Meet Audrey,13284066,Annual Giving,,,Student Support,,,,,,,,,,,,,,International,,,,,,,,,,,,,,,,
3/26/2022 7:59,Learn about the collection,13284130,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
5/12/2022 12:11,Experience the observatory,13284258,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:33,Meet the graduates,13284428,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 10:32,Meet Dyanna,13284574,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
5/13/2022 6:50,Meet the graduates,13284854,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 13:39,Learn about the collection,13285009,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
1/31/2022 10:30,Learn about the Warren bequest,13285240,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
5/12/2022 14:27,Experience the observatory,13285283,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 9:01,Experience the observatory,13285327,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 8:16,Learn about U-M’s Ginsberg Center,13285455,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 8:16,Learn about U-M’s Ginsberg Center,13285455,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 8:16,Learn about U-M’s Ginsberg Center,13285455,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 8:16,Read about the Culture Corps,13285455,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:16,Read about the Culture Corps,13285455,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:16,Read about the Culture Corps,13285455,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
5/12/2022 13:41,grosfeld-kellogg-center-gift,13285701,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 8:47,Read about the Culture Corps,13285701,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
5/12/2022 22:44,womens-basketball-harris-family,13285919,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
2/20/2022 16:59,Read about the program,13286042,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 9:09,Learn about the Weill gift,13286153,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 11:55,Read about the institute,13286444,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 10:30,Learn about the center,13286445,Major Giving,Gift Announcement,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,School of Education,,
1/31/2022 11:13,Learn about the Weiser gift,13286445,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 10:34,Read about the institute,13286445,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 11:16,Learn about the Stone Center,13286445,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
1/31/2022 11:18,Learn about the Warren bequest,13286445,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 11:21,Learn about the Weill gift,13286445,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 10:29,Read about the Culture Corps,13286445,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:46,Learn about the collection,13286551,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/25/2022 8:48,Learn more about CAI’s global reach,13286551,Annual Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
3/25/2022 8:49,Read about the Culture Corps,13286551,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:52,Read about the impact,13286551,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 9:26,Experience the observatory,13286846,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:36,Learn about the Weill gift,13287126,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 12:04,Learn about the Weill gift,13287429,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:25,Meet Audrey,13287748,Annual Giving,,,Student Support,,,,,,,,,,,,,,International,,,,,,,,,,,,,,,,
3/25/2022 11:14,Read about the Culture Corps,13288130,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 19:43,Watch the video,13288180,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2022 18:04,Learn about the Weill gift,13288260,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
2/2/2022 9:56,Meet Dyanna,13288498,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:15,Learn about the Weill gift,13288805,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 12:25,Experience the observatory,13288822,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:09,Meet the graduates,13288941,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:11,Learn about the Stone Center,13288942,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
5/12/2022 10:59,Meet the graduates,13288982,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 8:31,Meet the graduates,13289113,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 13:33,Learn about the Weill gift,13289130,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/30/2022 9:55,Learn about U-M’s Ginsberg Center,13289258,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/30/2022 9:56,Learn more about CAI’s global reach,13289258,Annual Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
3/30/2022 9:56,Read about the Culture Corps,13289258,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:34,Learn about the Warren bequest,13289276,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 15:45,Read about the program,13289440,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 8:24,Read about the program,13289547,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 14:13,Experience the observatory,13290333,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 10:53,Learn about the Weill gift,13290725,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 9:05,Read about the Culture Corps,13290798,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 11:08,Read about the Culture Corps,13290799,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:50,Read about the program,13290885,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 9:51,Learn about the Weiser gift,13290906,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 10:38,Learn about the Ross School gifts,13291130,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
1/31/2022 9:01,Learn about the Weill gift,13291367,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:34,Experience the observatory,13291466,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:08,Learn about the Weill gift,13292691,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 12:11,Learn about the Warren bequest,13299529,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
5/12/2022 17:48,Experience the observatory,13300120,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 9:05,womens-basketball-harris-family,13300210,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 20:27,Experience the observatory,13304736,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 10:41,Learn about the Weill gift,13304736,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 9:05,Learn more about the program,13318935,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 8:19,Experience the observatory,13319443,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:56,Experience the observatory,13319722,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:46,Learn more about the program,13322878,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 9:49,Learn about the Weill gift,13327662,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 10:11,Meet the graduates,13328870,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 20:38,Learn about the Weiser gift,13334052,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 20:36,Learn about the Ross School gifts,13334052,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
1/31/2022 20:59,Learn about the Weill gift,13334052,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:26,Learn about the Weill gift,13334106,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 10:54,Learn about the Warren bequest,13335829,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
5/12/2022 8:56,Experience the observatory,13338856,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 11:00,Read about the impact,13339497,Major Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 10:59,Read about the impact,13339497,Major Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 10:46,Learn about U-M’s Ginsberg Center,13342198,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 10:48,Read about the Culture Corps,13342198,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
5/12/2022 8:35,Experience the observatory,13346612,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/3/2022 9:33,Read about the program,13346612,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/3/2022 9:36,Read about the Bentley gift,13346612,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
3/3/2022 9:37,Learn about the Weill gift,13346612,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:38,Learn more about the program,13346612,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 8:37,Meet the graduates,13346612,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:15,Learn about the Weill gift,13350167,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 13:41,Learn about the Weill gift,13354613,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 8:42,Learn about the collection,13362475,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
5/12/2022 10:22,Experience the observatory,13363012,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 11:49,Learn about the collection,13363805,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
1/31/2022 10:51,Learn about the Warren bequest,13366348,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 10:53,Read about the program,13366348,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 10:53,Read about the program,13366348,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
